"SPY.Open" "SPY.High" "SPY.Low" "SPY.Close" "SPY.Volume" "SPY.Adjusted"
"2005-01-04" 120.459999 120.540001 118.440002 118.830002 69167600 89.23864
"2005-01-05" 118.739998 119.25 118 118.010002 65667300 88.622818
"2005-01-06" 118.440002 119.150002 118.260002 118.610001 47814700 89.07341
"2005-01-07" 118.970001 119.230003 118.129997 118.440002 55847700 88.945755
"2005-01-10" 118.339996 119.459999 118.339996 119 56563300 89.366295
"2005-01-11" 118.639999 118.739998 117.989998 118.18 63099700 88.750488
"2005-01-12" 118.400002 118.839996 117.519997 118.57 72720500 89.043373
"2005-01-13" 118.639999 118.730003 117.5 117.620003 55537500 88.329979
"2005-01-14" 117.970001 118.529999 117.760002 118.239998 42032500 88.795547
"2005-01-18" 118.050003 119.620003 117.949997 119.470001 57391700 89.719261
"2005-01-19" 119.43 119.519997 118.209999 118.220001 54378900 88.780548
"2005-01-20" 117.889999 118.199997 117.290001 117.5 72049300 88.23983
"2005-01-21" 117.790001 118 116.650002 116.779999 63160400 87.699112
"2005-01-24" 117.089996 117.339996 116.370003 116.550003 58441900 87.526382
"2005-01-25" 116.910004 117.470001 116.720001 116.879997 68245000 87.7742
"2005-01-26" 117.32 117.599998 117.040001 117.230003 57195100 88.037079
"2005-01-27" 117.190002 117.75 116.980003 117.43 55878800 88.187233
"2005-01-28" 117.489998 117.550003 116.610001 117.43 60738900 88.187233
"2005-01-31" 117.949997 118.25 117.709999 118.160004 52532700 88.735474
"2005-02-01" 118.25 119.080002 118.099998 118.910004 49841200 89.298698
"2005-02-02" 119.059998 119.589996 118.900002 119.269997 52468900 89.569069
"2005-02-03" 119.059998 119.160004 118.57 118.959999 48837100 89.336258
"2005-02-04" 119 120.43 118.980003 120.230003 50024600 90.289978
"2005-02-07" 120.25 120.519997 119.959999 120.07 45412000 90.169853
"2005-02-08" 120.169998 120.650002 120.07 120.209999 39263500 90.274963
"2005-02-09" 120.419998 120.489998 119.25 119.309998 55279400 89.599098
"2005-02-10" 119.660004 120.019997 119.260002 119.739998 45858600 89.922035
"2005-02-11" 119.699997 121.040001 119.459999 120.769997 53133000 90.695541
"2005-02-14" 120.690002 120.860001 120.480003 120.68 32432100 90.627937
"2005-02-15" 120.800003 121.43 120.68 121.129997 43852700 90.965866
"2005-02-16" 120.93 121.459999 120.669998 121.209999 55523000 91.02597
"2005-02-17" 121.230003 121.330002 120.220001 120.230003 58124000 90.289978
"2005-02-18" 120.239998 120.480003 119.900002 120.389999 47723300 90.410164
"2005-02-22" 119.900002 120.470001 118.580002 118.599998 80697600 89.065895
"2005-02-23" 118.93 119.57 118.620003 119.449997 68292600 89.704208
"2005-02-24" 119.239998 120.32 118.980003 120.239998 68563600 90.297523
"2005-02-25" 120.269997 121.669998 120.18 121.43 60899900 91.19117
"2005-02-28" 121.150002 121.300003 120.040001 120.629997 69381300 90.590416
"2005-03-01" 120.82 121.519997 120.779999 121.230003 47294400 91.04097
"2005-03-02" 120.760002 121.93 120.650002 121.169998 64226500 90.995934
"2005-03-03" 121.660004 121.900002 120.699997 121.220001 61230800 91.03344
"2005-03-04" 122.050003 122.830002 121.790001 122.730003 56168500 92.167458
"2005-03-07" 122.660004 123.25 122.400002 122.790001 43442400 92.212509
"2005-03-08" 122.669998 123 122.110001 122.330002 44362000 91.867043
"2005-03-09" 121.970001 122.290001 120.959999 120.970001 73263600 90.845734
"2005-03-10" 121.199997 121.5 120.400002 121.239998 65149000 91.048477
"2005-03-11" 121.309998 121.720001 120.160004 120.389999 57976500 90.410164
"2005-03-14" 120.610001 121.160004 120.279999 121.139999 36336400 90.973381
"2005-03-15" 121.419998 121.459999 120.080002 120.139999 62438500 90.222435
"2005-03-16" 119.699997 120.160004 118.900002 119.120003 74874200 89.456406
"2005-03-17" 119.309998 119.739998 118.980003 119.360001 62584200 89.636642
"2005-03-18" 119.110001 119.529999 118.150002 118.540001 60232000 89.370491
"2005-03-21" 118.709999 118.779999 117.760002 118.099998 61244300 89.038788
"2005-03-22" 118.370003 118.93 116.900002 116.900002 92472400 88.134064
"2005-03-23" 116.949997 117.720001 116.75 117 70817300 88.20945
"2005-03-24" 117.459999 117.989998 117.059998 117.139999 51932500 88.31501
"2005-03-28" 117.419998 117.940002 117.309998 117.309998 46765500 88.443161
"2005-03-29" 117.139999 117.900002 116.25 116.529999 71160300 87.855118
"2005-03-30" 116.779999 118.199997 116.769997 118.18 62002100 89.099075
"2005-03-31" 118.190002 118.459999 117.870003 117.959999 64575400 88.93322
"2005-04-01" 118.629997 118.989998 116.910004 117.43 95255300 88.53363
"2005-04-04" 117.360001 117.860001 116.739998 117.629997 71581200 88.684464
"2005-04-05" 117.779999 118.379997 117.669998 118.190002 46853900 89.106628
"2005-04-06" 118.449997 118.949997 118.18 118.599998 53268200 89.415741
"2005-04-07" 118.410004 119.260002 118.32 119.239998 46734600 89.898254
"2005-04-08" 119.169998 119.209999 118 118 63772900 88.963387
"2005-04-11" 118.290001 118.419998 117.830002 118.089996 44945000 89.031265
"2005-04-12" 117.889999 119.059998 117.07 118.699997 86144800 89.491142
"2005-04-13" 118.559998 118.800003 117.129997 117.300003 65949000 88.435631
"2005-04-14" 117.400002 117.5 115.769997 115.769997 96119800 87.282143
"2005-04-15" 115.739998 116.199997 114.099998 114.150002 128677300 86.060768
"2005-04-18" 114.120003 114.959999 113.959999 114.5 100035200 86.324638
"2005-04-19" 115.099998 115.529999 114.830002 115.410004 64930100 87.010719
"2005-04-20" 115.379997 115.629997 113.550003 113.800003 107735900 85.796898
"2005-04-21" 114.790001 116.209999 114.379997 116.010002 86952200 87.463081
"2005-04-22" 115.739998 116.5 114.269997 115.57 88845800 87.131348
"2005-04-25" 115.860001 116.5 115.720001 116.330002 52284100 87.704338
"2005-04-26" 115.959999 116.769997 115.150002 115.199997 72626000 86.852386
"2005-04-27" 114.860001 116.07 114.440002 115.650002 84131900 87.191666
"2005-04-28" 115.269997 115.68 114.199997 114.199997 72481500 86.098419
"2005-04-29" 115.07 115.870003 113.970001 115.75 103993800 87.267052
"2005-05-02" 116.07 116.410004 115.519997 116.400002 56026400 87.757088
"2005-05-03" 116.07 116.849998 115.690002 116.599998 86000300 87.907921
"2005-05-04" 116.650002 117.75 116.279999 117.5 81055700 88.586449
"2005-05-05" 117.669998 118 116.739998 117.459999 96906700 88.556259
"2005-05-06" 117.93 117.989998 117.059998 117.089996 67415400 88.277267
"2005-05-09" 117.209999 118.080002 117.050003 117.82 43750500 88.827682
"2005-05-10" 117.360001 117.5 116.389999 116.599998 74613500 87.907921
"2005-05-11" 116.93 117.400002 115.849998 117.239998 91647400 88.390411
"2005-05-12" 117.32 117.589996 115.949997 115.949997 95086800 87.417847
"2005-05-13" 116.300003 116.620003 114.800003 115.720001 85267000 87.244446
"2005-05-16" 115.699997 116.839996 115.660004 116.800003 49207000 88.058662
"2005-05-17" 116.410004 117.699997 116.160004 117.580002 61071800 88.646736
"2005-05-18" 118.089996 119.080002 118.010002 118.790001 77944900 89.558968
"2005-05-19" 119.019997 119.410004 118.699997 119.290001 61768100 89.935951
"2005-05-20" 119.339996 119.389999 118.739998 119.120003 46345500 89.807816
"2005-05-23" 119.209999 120.040001 119.190002 119.779999 51047900 90.305351
"2005-05-24" 119.440002 119.830002 119.199997 119.5 50654100 90.094246
"2005-05-25" 119.349998 119.870003 118.830002 119.410004 47608800 90.026428
"2005-05-26" 119.790001 120.209999 119.620003 120.050003 43256200 90.508949
"2005-05-27" 120.059998 120.25 119.800003 120.25 24596100 90.659698
"2005-05-31" 120.080002 120.169998 119.400002 119.480003 43377200 90.079201
"2005-06-01" 119.519997 120.919998 119.449997 120.5 69611000 90.848221
"2005-06-02" 120.230003 120.839996 120.099998 120.760002 39704500 91.044235
"2005-06-03" 120.550003 120.889999 119.730003 120.150002 60999400 90.584312
"2005-06-06" 119.949997 120.199997 119.550003 120.040001 36046400 90.501396
"2005-06-07" 120.389999 121.25 120.010002 120.129997 66501300 90.569252
"2005-06-08" 120.43 120.589996 119.669998 119.910004 46881200 90.403374
"2005-06-09" 119.739998 120.580002 119.440002 120.480003 56653300 90.833122
"2005-06-10" 120.559998 120.650002 119.599998 120.199997 36465300 90.62204
"2005-06-13" 119.940002 121.080002 119.809998 120.580002 49383200 90.908524
"2005-06-14" 120.449997 121.199997 120.379997 120.860001 33857100 91.119621
"2005-06-15" 121.160004 121.239998 120.230003 121.089996 53195600 91.293045
"2005-06-16" 121.059998 121.639999 120.919998 121.400002 46564500 91.526726
"2005-06-17" 121.540001 121.900002 121.220001 121.360001 51529400 91.865883
"2005-06-20" 121.080002 121.839996 120.940002 121.400002 41019400 91.896141
"2005-06-21" 121.5 121.650002 121.029999 121.470001 39879800 91.949127
"2005-06-22" 121.68 121.940002 121.07 121.57 46310100 92.024811
"2005-06-23" 121.32 121.599998 119.830002 119.860001 62185600 90.730415
"2005-06-24" 119.879997 120.010002 118.839996 118.980003 58572500 90.064285
"2005-06-27" 118.970001 119.410004 118.75 119.150002 48183800 90.192963
"2005-06-28" 119.400002 120.239998 119.370003 120.150002 41174200 90.949905
"2005-06-29" 120.370003 120.400002 119.760002 119.830002 42316500 90.70771
"2005-06-30" 120.220001 120.32 118.949997 119.18 62288800 90.215668
"2005-07-01" 119.449997 119.800003 119.209999 119.529999 49737500 90.480614
"2005-07-05" 119.25 120.650002 119.190002 120.489998 51549000 91.207298
"2005-07-06" 120.389999 120.650002 119.410004 119.480003 52363600 90.442787
"2005-07-07" 118.290001 119.949997 118.260002 119.949997 103268800 90.798538
"2005-07-08" 119.970001 121.32 119.720001 121.32 64491200 91.835594
"2005-07-11" 121.330002 122.099998 121.309998 121.940002 49688300 92.304909
"2005-07-12" 121.989998 122.629997 121.639999 122.260002 51871100 92.547127
"2005-07-13" 122.269997 122.519997 121.989998 122.43 41182300 92.675797
"2005-07-14" 122.980003 123.440002 122.489998 122.910004 63638800 93.039154
"2005-07-15" 122.790001 123.040001 122.360001 122.839996 56075900 92.986183
"2005-07-18" 122.5 122.629997 122.050003 122.349998 56598400 92.61528
"2005-07-19" 122.709999 123.110001 122.410004 123.019997 59165700 93.122406
"2005-07-20" 122.589996 123.730003 122.300003 123.440002 69477000 93.440353
"2005-07-21" 123.550003 123.610001 122.470001 122.720001 101110900 92.895355
"2005-07-22" 122.879997 123.559998 122.629997 123.540001 52607100 93.516029
"2005-07-25" 123.410004 123.949997 122.849998 123.190002 57301600 93.251122
"2005-07-26" 123.230003 123.529999 122.949997 123.339996 42758800 93.364655
"2005-07-27" 123.5 123.889999 123.050003 123.790001 43181600 93.705315
"2005-07-28" 123.959999 124.639999 123.639999 124.57 47880700 94.295753
"2005-07-29" 124.410004 124.629997 123.5 123.739998 62358100 93.667465
"2005-08-01" 123.830002 124.040001 123.449997 123.650002 40418200 93.599335
"2005-08-02" 123.870003 124.599998 123.739998 124.389999 45147400 94.159485
"2005-08-03" 124.25 124.739998 124.120003 124.720001 36837200 94.409286
"2005-08-04" 124.230003 124.309998 123.57 123.720001 50855600 93.652306
"2005-08-05" 123.449997 123.980003 122.669998 122.879997 53595500 93.016472
"2005-08-08" 123.150002 123.410004 122.379997 122.650002 47616000 92.842354
"2005-08-09" 123.059998 123.589996 122.870003 123.389999 47170000 93.402473
"2005-08-10" 123.82 124.5 122.82 123.330002 72863700 93.357117
"2005-08-11" 123.269997 124.029999 123.010002 123.82 58570200 93.728012
"2005-08-12" 123.57 123.690002 122.75 123.059998 54776900 93.152733
"2005-08-15" 123.220001 123.870003 122.830002 123.82 36208500 93.728012
"2005-08-16" 123.440002 123.519997 122.089996 122.209999 71942100 92.509293
"2005-08-17" 122.190002 122.870003 122.029999 122.199997 62275100 92.50174
"2005-08-18" 122.050003 122.559998 121.839996 122.190002 53388600 92.494156
"2005-08-19" 122.629997 122.82 122.199997 122.470001 39842100 92.7061
"2005-08-22" 122.580002 123.230003 121.879997 122.470001 69912000 92.7061
"2005-08-23" 122.5 122.610001 121.150002 122.239998 55168600 92.53199
"2005-08-24" 121.940002 122.730003 121.089996 121.150002 79104600 91.706909
"2005-08-25" 121.349998 121.669998 121.209999 121.589996 35631100 92.039963
"2005-08-26" 121.480003 121.489998 120.68 120.760002 61956800 91.41169
"2005-08-29" 120.410004 121.779999 120.379997 121.690002 56179200 92.115677
"2005-08-30" 121.25 121.300003 120.389999 121.050003 74160200 91.63121
"2005-08-31" 121.190002 122.660004 120.739998 122.580002 102945200 92.789345
"2005-09-01" 122.519997 123.150002 121.139999 122.489998 74578700 92.721237
"2005-09-02" 122.849998 122.879997 122.040001 122.269997 47653400 92.554688
"2005-09-06" 122.660004 123.800003 122.650002 123.699997 57251300 93.637177
"2005-09-07" 123.629997 124.129997 123.459999 123.910004 41749700 93.796143
"2005-09-08" 123.660004 124 123.309998 123.5 39068700 93.485794
"2005-09-09" 123.830002 124.739998 123.800003 124.599998 43093900 94.318443
"2005-09-12" 124.449997 124.669998 124.269997 124.349998 33017600 94.129204
"2005-09-13" 124.129997 124.419998 123.519997 123.660004 58427500 93.606911
"2005-09-14" 123.739998 123.919998 123.019997 123.209999 57694600 93.266251
"2005-09-15" 123.589996 123.650002 122.900002 123.150002 73156900 93.220833
"2005-09-16" 123.300003 123.739998 122.870003 123.5 75424100 93.883728
"2005-09-19" 123.470001 123.550003 122.639999 123.089996 53355300 93.572044
"2005-09-20" 123.199997 123.610001 121.870003 122.050003 84480300 92.781448
"2005-09-21" 121.790001 121.870003 120.779999 120.910004 94469100 91.914803
"2005-09-22" 120.949997 121.660004 120.440002 121.339996 84597200 92.241699
"2005-09-23" 121.239998 121.889999 120.900002 121.440002 59368100 92.317726
"2005-09-26" 122.019997 122.239998 121.080002 121.580002 70415400 92.424179
"2005-09-27" 121.519997 121.989998 121.019997 121.550003 66150800 92.40136
"2005-09-28" 121.93 122.120003 121.199997 121.669998 58620500 92.492577
"2005-09-29" 121.550003 122.860001 121.080002 122.660004 66607700 93.245155
"2005-09-30" 122.620003 123.040001 121.739998 123.040001 47824200 93.534004
"2005-10-03" 122.959999 123.339996 122.449997 122.599998 50994800 93.199539
"2005-10-04" 122.790001 123.029999 121.160004 121.220001 60776300 92.150475
"2005-10-05" 121.25 121.309998 119.57 119.629997 106052100 90.94178
"2005-10-06" 119.779999 120.260002 118.169998 119.199997 140941800 90.614891
"2005-10-07" 119.699997 120.050003 119.129997 119.610001 75661400 90.926575
"2005-10-10" 119.68 119.709999 118.300003 118.599998 52677000 90.158806
"2005-10-11" 118.989998 119.389999 118.32 118.43 75629800 90.029541
"2005-10-12" 118.389999 119.129997 117.410004 117.5 100510400 89.322586
"2005-10-13" 117.459999 118.080002 116.879997 117.43 99052900 89.269341
"2005-10-14" 118.120003 118.809998 117.559998 118.669998 88651000 90.211983
"2005-10-17" 118.800003 119.269997 118.449997 119.110001 68109300 90.546486
"2005-10-18" 118.940002 118.959999 117.800003 117.82 74996900 89.565819
"2005-10-19" 117.5 119.800003 117.120003 119.779999 116563800 91.055794
"2005-10-20" 119.489998 119.809998 117.300003 117.669998 131966700 89.451805
"2005-10-21" 118.290001 118.779999 117.510002 118.129997 96579500 89.801506
"2005-10-24" 118.440002 120.089996 118.410004 119.959999 71308400 91.192642
"2005-10-25" 119.720001 120.239998 118.940002 119.720001 76594500 91.010216
"2005-10-26" 119.510002 120.540001 119.190002 119.370003 80855800 90.744133
"2005-10-27" 119.199997 119.370003 117.93 118.099998 66623100 89.778694
"2005-10-28" 118.43 119.949997 118.099998 119.800003 72322000 91.071022
"2005-10-31" 120.290001 121.300003 120.129997 120.129997 77698900 91.321869
"2005-11-01" 120.580002 120.900002 120.220001 120.489998 66365100 91.595543
"2005-11-02" 120.169998 121.75 120.129997 121.75 74012300 92.553398
"2005-11-03" 122.150002 122.660004 121.75 122.269997 84897600 92.948669
"2005-11-04" 122.400002 122.459999 121.550003 122.110001 59156000 92.827049
"2005-11-07" 122.370003 122.620003 121.849998 122.230003 46765400 92.918289
"2005-11-08" 121.93 122.419998 121.790001 122.230003 42152800 92.918289
"2005-11-09" 122.080002 122.949997 121.860001 122.389999 57666800 93.039932
"2005-11-10" 122.339996 123.519997 121.75 123.339996 79048100 93.762085
"2005-11-11" 123.349998 123.839996 122.43 123.760002 34867000 94.081383
"2005-11-14" 123.790001 124.019997 123.379997 123.690002 45092200 94.028168
"2005-11-15" 123.550003 124.089996 122.860001 123.239998 69592500 93.686111
"2005-11-16" 123.370003 123.550003 122.980003 123.489998 51133000 93.876137
"2005-11-17" 123.68 124.650002 123.139999 124.639999 55717500 94.750359
"2005-11-18" 125.059998 125.279999 124.330002 125.129997 72437200 95.122841
"2005-11-21" 125.150002 125.910004 124.980003 125.760002 50021200 95.601768
"2005-11-22" 125.559998 126.519997 125.419998 126.300003 66438800 96.01226
"2005-11-23" 126.25 127.410004 126.209999 127.029999 50854700 96.567184
"2005-11-25" 126.980003 127.220001 126.809998 127.129997 15270000 96.643234
"2005-11-28" 127.25 127.269997 126.040001 126.230003 54498500 95.959045
"2005-11-29" 126.650002 126.980003 126.089996 126.089996 51738900 95.852608
"2005-11-30" 126.160004 126.519997 125.290001 125.410004 56007200 95.33567
"2005-12-01" 126.019997 127.029999 125.980003 126.690002 65468200 96.308754
"2005-12-02" 126.769997 127.080002 126.5 126.849998 46699400 96.430389
"2005-12-05" 126.699997 126.730003 126.18 126.580002 59273400 96.225105
"2005-12-06" 127.050003 127.739998 126.629997 126.82 57935200 96.407555
"2005-12-07" 126.769997 126.870003 125.68 126.080002 66816500 95.845016
"2005-12-08" 126.220001 126.82 125.480003 126 62608600 95.784225
"2005-12-09" 126.160004 126.779999 125.82 126.330002 50744500 96.035057
"2005-12-12" 126.709999 126.860001 125.959999 126.449997 48389900 96.126297
"2005-12-13" 126.419998 127.699997 126.290001 127.309998 88630900 96.78006
"2005-12-14" 127.190002 128.089996 127.139999 127.809998 64375000 97.160172
"2005-12-15" 127.839996 128 127.18 127.440002 55900300 96.878906
"2005-12-16" 127.279999 127.360001 126.360001 126.360001 46238300 96.567093
"2005-12-19" 126.730003 126.870003 125.690002 125.709999 48733000 96.070343
"2005-12-20" 125.860001 126.589996 125.480003 125.830002 46603200 96.162018
"2005-12-21" 126.220001 126.760002 125.800003 126.029999 51806900 96.314888
"2005-12-22" 126.309998 126.690002 126.080002 126.690002 32247900 96.819275
"2005-12-23" 126.779999 126.860001 126.419998 126.760002 27977300 96.87278
"2005-12-27" 126.959999 127.050003 125.379997 125.470001 44499500 95.886948
"2005-12-28" 125.739998 125.989998 125.5 125.75 30764300 96.100906
"2005-12-29" 125.720001 125.959999 125.059998 125.190002 32788900 95.672951
"2005-12-30" 124.800003 125.059998 124.360001 124.510002 44645600 95.153275
"2006-01-03" 125.190002 127 124.389999 126.699997 73256700 96.826912
"2006-01-04" 126.860001 127.489998 126.699997 127.300003 51899600 97.285431
"2006-01-05" 127.150002 127.589996 126.879997 127.379997 47307500 97.346588
"2006-01-06" 128.020004 128.580002 127.360001 128.440002 62885900 98.156647
"2006-01-09" 128.419998 129.059998 128.380005 128.770004 43527400 98.408859
"2006-01-10" 128.389999 128.979996 128.259995 128.899994 44960800 98.508209
"2006-01-11" 129.020004 129.440002 128.729996 129.309998 49598900 98.821533
"2006-01-12" 129.080002 129.279999 128.440002 128.800003 40509200 98.431801
"2006-01-13" 128.570007 128.899994 128.199997 128.679993 44856700 98.340065
"2006-01-17" 128.199997 128.419998 127.809998 128.330002 52066600 98.072601
"2006-01-18" 127.580002 128.899994 127.160004 127.82 75067600 97.682838
"2006-01-19" 128.130005 128.770004 127.809998 128.309998 81530400 98.057312
"2006-01-20" 128.279999 128.309998 125.970001 125.970001 114957800 96.26902
"2006-01-23" 126.209999 126.82 126.129997 126.419998 67017400 96.612946
"2006-01-24" 126.629997 127.150002 126.419998 126.550003 53008800 96.712265
"2006-01-25" 127.040001 127.18 125.839996 126.660004 87747700 96.796341
"2006-01-26" 127.25 127.669998 126.760002 127.360001 71294000 97.331329
"2006-01-27" 127.660004 128.660004 127.449997 128.539993 65771200 98.233078
"2006-01-30" 128.440002 128.809998 128.350006 128.440002 33709600 98.156647
"2006-01-31" 128.320007 128.539993 127.489998 127.5 72937000 97.438278
"2006-02-01" 127.82 128.429993 127.720001 128.389999 63561000 98.118446
"2006-02-02" 128.100006 128.139999 126.800003 126.900002 83626900 96.979752
"2006-02-03" 126.580002 128.389999 126.139999 126.269997 86040400 96.498306
"2006-02-06" 126.440002 126.800003 126.169998 126.599998 45511900 96.750481
"2006-02-07" 126.379997 126.660004 125.400002 125.480003 71208100 95.894585
"2006-02-08" 125.849998 128.100006 125.599998 126.620003 59422200 96.765785
"2006-02-09" 126.919998 127.599998 126.370003 126.410004 62023300 96.605309
"2006-02-10" 126.43 127.129997 125.449997 126.639999 64508700 96.781082
"2006-02-13" 126.599998 126.790001 125.949997 126.410004 52308700 96.605309
"2006-02-14" 126.459999 128.029999 126.209999 127.75 90964400 97.629341
"2006-02-15" 127.68 128.320007 127.239998 128.199997 85471300 97.973236
"2006-02-16" 128.339996 129.210007 128.179993 129.160004 61017900 98.706879
"2006-02-17" 129.050003 129.160004 128.580002 128.809998 40342600 98.439438
"2006-02-21" 129.110001 129.399994 128.289993 128.490005 46456300 98.194878
"2006-02-22" 128.770004 129.649994 128.649994 129.270004 42326700 98.790955
"2006-02-23" 129.270004 129.639999 128.279999 129.080002 43423200 98.645775
"2006-02-24" 129.110001 129.479996 128.759995 129.410004 36777400 98.897942
"2006-02-27" 129.399994 130.039993 129.279999 129.460007 35858600 98.936172
"2006-02-28" 129.199997 129.910004 128.130005 128.229996 74394800 97.996185
"2006-03-01" 128.600006 129.490005 128.5 129.369995 48641600 98.867386
"2006-03-02" 128.899994 129.419998 128.610001 129.360001 60642300 98.859756
"2006-03-03" 128.669998 130.070007 128.649994 128.759995 73402500 98.401192
"2006-03-06" 129.139999 129.179993 127.849998 128.169998 57478400 97.95031
"2006-03-07" 127.860001 128.059998 127.400002 127.970001 61780800 97.797493
"2006-03-08" 127.699997 128.440002 127.18 128.240005 66692400 98.003822
"2006-03-09" 128.279999 128.679993 127.379997 127.379997 56313600 97.346588
"2006-03-10" 127.709999 128.839996 127.440002 128.589996 60490800 98.271278
"2006-03-13" 128.839996 129.160004 128.529999 128.830002 45479100 98.454689
"2006-03-14" 128.710007 130.229996 128.610001 130.179993 69877300 99.486412
"2006-03-15" 130.149994 130.860001 129.850006 130.759995 53398900 99.929634
"2006-03-16" 131.009995 131.470001 130.839996 131.029999 65526400 100.136017
"2006-03-17" 130.679993 130.899994 130.380005 130.619995 47286800 100.219635
"2006-03-20" 130.639999 130.899994 130.210007 130.410004 45538500 100.058479
"2006-03-21" 130.369995 130.990005 129.449997 129.589996 87102700 99.429375
"2006-03-22" 129.509995 130.509995 129.449997 130.380005 51605700 100.035484
"2006-03-23" 130.259995 130.389999 129.660004 130.110001 46704200 99.828316
"2006-03-24" 129.990005 130.570007 129.740005 130.210007 43209200 99.90506
"2006-03-27" 130.029999 130.279999 129.740005 130.020004 32523000 99.759262
"2006-03-28" 129.929993 130.529999 129.050003 129.220001 82079900 99.145462
"2006-03-29" 129.410004 130.5 129.289993 130.029999 61505700 99.76693
"2006-03-30" 130.110001 130.979996 129.550003 129.800003 70571700 99.590469
"2006-03-31" 130.020004 130.240005 129.369995 129.830002 62925600 99.613457
"2006-04-03" 130.070007 130.869995 129.490005 129.729996 61624700 99.536758
"2006-04-04" 129.729996 130.729996 129.360001 130.559998 54809300 100.173584
"2006-04-05" 130.610001 131.279999 130.380005 131.009995 50607200 100.518883
"2006-04-06" 130.850006 131.210007 130.190002 130.869995 57906200 100.41143
"2006-04-07" 131.059998 131.399994 129.350006 129.539993 80180900 99.390991
"2006-04-10" 129.740005 130.080002 129.259995 129.740005 41496500 99.544426
"2006-04-11" 129.850006 130.059998 128.25 128.639999 72799400 98.700424
"2006-04-12" 128.770004 129.130005 128.610001 128.880005 43033700 98.884583
"2006-04-13" 128.589996 129.25 128.309998 128.710007 51051800 98.754196
"2006-04-17" 128.830002 129.309998 128.020004 128.660004 64167700 98.715782
"2006-04-18" 128.929993 130.940002 128.929993 130.699997 92531800 100.281013
"2006-04-19" 130.75 131.070007 130.240005 130.949997 87269000 100.472824
"2006-04-20" 131 131.860001 130.600006 131.130005 86005500 100.610909
"2006-04-21" 131.690002 131.789993 130.619995 131.149994 72342600 100.626259
"2006-04-24" 130.889999 131.070007 130.380005 130.910004 52546400 100.442131
"2006-04-25" 131.039993 131.119995 129.919998 130.369995 84359800 100.027855
"2006-04-26" 130.5 131.139999 130.300003 130.399994 67262400 100.050781
"2006-04-27" 129.899994 131.630005 129.589996 131.029999 124478600 100.534225
"2006-04-28" 130.789993 131.75 130.710007 131.470001 55854400 100.87178
"2006-05-01" 131.470001 131.800003 130.320007 130.399994 64990300 100.050781
"2006-05-02" 131.009995 131.460007 130.740005 131.380005 49063500 100.802742
"2006-05-03" 131.149994 131.320007 130.449997 130.889999 60821300 100.426788
"2006-05-04" 131.080002 131.619995 130.970001 131.360001 42921400 100.787384
"2006-05-05" 132.050003 132.800003 131.850006 132.520004 62588200 101.677406
"2006-05-08" 132.509995 132.770004 132.360001 132.360001 30016700 101.554665
"2006-05-09" 132.419998 132.770004 132.309998 132.619995 29864000 101.754143
"2006-05-10" 132.410004 132.75 131.889999 132.550003 64378200 101.700394
"2006-05-11" 132.509995 132.550003 130.520004 130.949997 80626900 100.472824
"2006-05-12" 130.360001 130.720001 129.190002 129.240005 91726500 99.160828
"2006-05-15" 128.789993 129.740005 128.610001 129.5 84029300 99.360291
"2006-05-16" 129.759995 130 129.009995 129.309998 62137600 99.214523
"2006-05-17" 128.669998 129.100006 126.769997 126.849998 144789500 97.327072
"2006-05-18" 127.349998 127.75 126.110001 126.209999 87906300 96.835991
"2006-05-19" 126.870003 127.489998 125.800003 127.099998 124309400 97.518852
"2006-05-22" 126.279999 127.169998 125.5 126.129997 110852800 96.774612
"2006-05-23" 127.18 127.629997 125.169998 125.169998 92006500 96.038048
"2006-05-24" 125.68 126.889999 124.760002 126.169998 168405000 96.805313
"2006-05-25" 126.919998 127.730003 126.43 127.730003 78977900 98.002228
"2006-05-26" 128.009995 128.380005 127.510002 128.380005 62989700 98.500969
"2006-05-30" 127.970001 128 126.050003 126.099998 72419900 96.751617
"2006-05-31" 126.620003 127.510002 126.199997 127.510002 86926200 97.833435
"2006-06-01" 127.379997 128.940002 127.269997 128.729996 73721700 98.769508
"2006-06-02" 129.25 129.429993 128.320007 129 91702600 98.976685
"2006-06-05" 128.850006 128.860001 126.769997 127.120003 86105100 97.53421
"2006-06-06" 127.209999 127.379997 125.760002 126.809998 130498600 97.296356
"2006-06-07" 126.910004 127.650002 125.790001 125.860001 108599400 96.567467
"2006-06-08" 125.580002 126.5 123.870003 125.75 204957200 96.483055
"2006-06-09" 126.360001 126.959999 125.290001 125.349998 94972200 96.17617
"2006-06-12" 125.879997 125.93 123.82 123.989998 95815900 95.132706
"2006-06-13" 123.739998 124.839996 122.550003 122.550003 185688800 94.02784
"2006-06-14" 122.839996 123.629997 122.339996 123.5 163566400 94.756752
"2006-06-15" 123.949997 126.360001 123.860001 126.120003 134057000 96.766953
"2006-06-16" 125.290001 125.559998 124.459999 124.650002 94253500 96.061806
"2006-06-19" 125.400002 125.480003 123.550003 123.669998 95804400 95.306549
"2006-06-20" 124.010002 124.809998 123.720001 124.089996 65494700 95.630226
"2006-06-21" 124 125.699997 123.959999 125.010002 75008200 96.339233
"2006-06-22" 124.949997 125.059998 124.040001 124.459999 74566100 95.91539
"2006-06-23" 124.330002 125.300003 124.029999 124.440002 54107000 95.899963
"2006-06-26" 124.540001 125.059998 124.25 124.989998 37899600 96.323822
